bedrooms,bathrooms,sqft_living,sqft_living_carre,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_above_carre,sqft_basement,sqft_basement_carre,zipcode,sqft_living15,sqft_lot15,month,price
3,1.0,1410,1988100,81021,1.0,0,0,3,7,1410,1988100,0,0,98058,2000,81021,10,299950.0
4,2.5,3190,10176100,49658,2.0,0,0,3,10,3190,10176100,0,0,98074,3040,49658,12,864000.0
2,1.0,1270,1612900,6000,1.0,0,0,3,7,1270,1612900,0,0,98199,1770,6000,3,425000.0
4,1.5,1970,3880900,14490,1.5,0,0,4,7,1970,3880900,0,0,98059,1880,14880,8,374950.0
3,2.25,1640,2689600,7630,1.0,0,0,4,8,1180,1392400,460,211600,98032,1930,7630,12,247000.0
3,1.0,1600,2560000,7161,1.0,0,0,3,8,1600,2560000,0,0,98118,1760,8280,12,475000.0
3,2.5,3020,9120400,5868,2.0,0,0,3,7,3020,9120400,0,0,98092,2710,5470,8,275000.0
2,1.0,1350,1822500,368517,1.0,0,0,3,6,1350,1822500,0,0,98077,2330,104108,10,355000.0
4,1.75,1870,3496900,22072,1.0,0,0,3,7,1070,1144900,800,640000,98042,2100,10185,3,285000.0
3,2.75,2730,7452900,38869,1.5,1,4,3,9,1940,3763600,790,624100,98146,2630,28188,9,1338750.0
2,1.0,1100,1210000,17817,1.0,0,0,3,7,620,384400,480,230400,98019,1790,20009,8,325000.0
5,3.5,4320,18662400,40816,2.0,0,0,4,11,4320,18662400,0,0,98004,4320,44584,4,1670000.0
3,2.5,2700,7290000,9994,1.0,0,3,4,7,1350,1822500,1350,1822500,98198,2470,10664,6,402000.0
3,3.0,3700,13690000,16857,1.0,0,0,3,10,2170,4708900,1530,2340900,98117,2320,12000,8,1100000.0
4,1.75,2190,4796100,9225,1.0,0,0,4,7,1250,1562500,940,883600,98028,2190,9225,7,375000.0
5,2.75,2840,8065600,12253,1.0,0,0,3,7,1420,2016400,1420,2016400,98028,2210,11620,9,396000.0
4,2.75,2610,6812100,9077,1.0,0,0,4,8,1310,1716100,1300,1690000,98058,1900,10500,7,320000.0
3,2.5,2630,6916900,5827,2.0,0,0,3,8,2630,6916900,0,0,98053,2330,4715,7,610000.0
3,1.5,1090,1188100,7698,1.0,0,0,5,7,1090,1188100,0,0,98058,1540,7624,11,249950.0
4,3.5,3090,9548100,100835,2.0,0,0,3,9,3090,9548100,0,0,98092,2400,50543,4,675000.0
2,2.0,1670,2788900,7772,1.0,0,0,4,6,860,739600,810,656100,98126,1300,7770,3,448000.0
3,1.0,1300,1690000,3600,2.0,0,0,3,7,1300,1690000,0,0,98119,2510,4800,4,819000.0
3,2.5,3670,13468900,18505,1.0,0,4,3,10,2530,6400900,1140,1299600,98177,2920,20000,11,1250000.0
4,2.5,1700,2890000,6031,2.0,0,0,3,8,1700,2890000,0,0,98030,1930,6035,12,225000.0
2,3.0,2560,6553600,982278,1.0,0,0,3,8,2560,6553600,0,0,98014,1620,40946,7,790000.0
4,2.5,2770,7672900,6000,2.0,0,0,3,8,2400,5760000,370,136900,98136,2120,6000,4,685000.0
3,3.25,3240,10497600,8338,2.0,0,0,3,9,3240,10497600,0,0,98074,3420,8405,6,812000.0
2,2.5,2300,5290000,6400,1.0,0,0,3,8,2300,5290000,0,0,98053,2300,6400,12,705000.0
4,3.0,2483,6165289,6870,2.0,0,0,3,8,2483,6165289,0,0,98030,1943,6434,4,360000.0
1,1.5,760,577600,779,3.0,0,0,3,8,760,577600,0,0,98107,1290,1189,1,344000.0
4,1.5,2040,4161600,6900,2.0,0,0,3,9,2040,4161600,0,0,98112,3150,8220,10,825000.0
3,1.0,1200,1440000,6120,1.0,0,0,4,7,950,902500,250,62500,98115,1550,6120,4,476500.0
2,1.0,960,921600,5096,1.0,0,0,5,7,960,921600,0,0,98126,1760,4488,11,379500.0
3,1.75,2410,5808100,35236,1.0,0,0,3,8,2410,5808100,0,0,98072,2110,16980,10,620000.0
3,3.25,2260,5107600,7701,2.0,0,0,3,8,1760,3097600,500,250000,98146,1880,7529,7,477590.0
3,1.0,1910,3648100,8190,1.0,0,0,4,7,1010,1020100,900,810000,98117,1600,5042,5,490000.0
3,1.5,1500,2250000,5000,1.5,0,0,4,7,1140,1299600,360,129600,98117,1500,5000,6,470000.0
3,2.25,1360,1849600,1236,2.0,0,0,3,8,1140,1299600,220,48400,98112,1620,1231,7,500000.0
3,1.0,1320,1742400,7341,1.0,0,0,3,7,1320,1742400,0,0,98155,1160,7573,6,370000.0
2,1.5,1940,3763600,4400,1.0,0,0,3,7,970,940900,970,940900,98112,1480,3080,3,790000.0
4,2.5,2650,7022500,18295,2.0,0,0,3,8,2650,7022500,0,0,98005,2230,19856,6,725000.0
4,2.75,3040,9241600,2800,2.0,0,0,3,9,2100,4410000,940,883600,98102,1260,2178,5,840000.0
3,1.0,1240,1537600,11108,1.0,0,0,4,7,1240,1537600,0,0,98166,2220,16533,6,390000.0
3,2.25,2210,4884100,11585,1.0,0,0,4,7,1510,2280100,700,490000,98155,1870,14092,8,507000.0
3,1.75,1540,2371600,6273,1.0,0,0,4,6,770,592900,770,592900,98118,1140,5512,11,263500.0
3,2.5,1320,1742400,1683,2.0,0,0,3,8,1270,1612900,50,2500,98106,1320,2206,7,369000.0
3,2.5,3040,9241600,5326,2.0,0,0,3,9,3040,9241600,0,0,98055,3040,5442,8,500000.0
2,1.0,910,828100,4301,1.0,0,0,4,7,910,828100,0,0,98117,1810,4301,4,570000.0
4,3.0,2040,4161600,7145,1.0,0,0,3,8,1490,2220100,550,302500,98092,1940,7145,3,284000.0
2,1.0,980,960400,4108,1.0,0,0,3,7,980,960400,0,0,98117,1500,4046,11,415000.0
3,1.0,980,960400,3090,1.5,0,0,3,6,980,960400,0,0,98118,980,3090,5,197500.0
4,3.75,4420,19536400,9492,2.0,0,1,3,9,3420,11696400,1000,1000000,98125,2880,9900,10,925000.0
3,2.0,1570,2464900,6300,1.0,0,0,3,7,820,672400,750,562500,98118,1510,4281,11,468000.0
3,1.0,1600,2560000,5001,1.5,0,0,5,6,1080,1166400,520,270400,98125,1340,5001,7,355000.0
4,1.75,1830,3348900,6000,1.0,0,0,4,7,930,864900,900,810000,98199,1540,6000,8,639000.0
3,2.5,2820,7952400,14250,2.0,0,0,3,11,2820,7952400,0,0,98074,2820,12600,4,720000.0
3,1.75,1800,3240000,6000,1.0,0,0,5,6,900,810000,900,810000,98155,1060,6628,6,381000.0
3,4.0,4380,19184400,42769,2.0,0,0,5,11,4380,19184400,0,0,98052,3630,35425,5,1050000.0
3,3.0,2980,8880400,3730,2.0,0,0,3,9,2980,8880400,0,0,98029,2710,3640,11,670000.0
3,1.0,1690,2856100,6658,1.0,0,0,3,7,1690,2856100,0,0,98133,1080,5925,10,400000.0
4,3.5,4040,16321600,50479,2.0,0,0,3,11,4040,16321600,0,0,98077,3770,40899,6,910000.0
3,1.0,1250,1562500,9427,1.0,0,0,3,6,1250,1562500,0,0,98034,1590,8250,4,294000.0
3,1.75,1500,2250000,10230,1.0,0,0,2,7,1500,2250000,0,0,98058,1770,8374,3,315001.0
3,2.0,1630,2656900,10723,1.0,0,0,5,7,1630,2656900,0,0,98059,1450,10723,7,360000.0
3,2.0,1410,1988100,2700,2.0,0,0,4,7,1410,1988100,0,0,98122,1750,4000,8,520000.0
3,1.0,1140,1299600,4560,1.0,0,0,4,6,770,592900,370,136900,98117,1340,3980,10,474000.0
4,2.5,3280,10758400,5876,2.0,0,0,3,7,3280,10758400,0,0,98053,2600,5000,3,702000.0
4,3.5,3490,12180100,87497,2.0,0,0,3,9,3490,12180100,0,0,98038,2400,55657,8,728000.0
4,2.5,2020,4080400,7277,2.0,0,0,3,8,2020,4080400,0,0,98055,2820,7284,3,308000.0
5,4.0,4580,20976400,4443,3.0,1,4,3,10,4580,20976400,0,0,98075,2710,4443,5,2000000.0
3,2.5,2270,5152900,7917,2.0,0,0,3,8,2270,5152900,0,0,98092,2160,7917,7,340000.0
2,1.75,1310,1716100,10200,1.0,0,0,4,6,1310,1716100,0,0,98065,1500,7200,4,306500.0
3,2.0,1420,2016400,3600,1.5,0,0,4,7,1420,2016400,0,0,98119,1250,3600,1,716000.0
4,3.0,2980,8880400,44431,2.0,0,0,2,10,2640,6969600,340,115600,98034,2010,7332,9,950000.0
5,3.0,4180,17472400,8561,2.0,0,0,3,7,4180,17472400,0,0,98053,3425,6591,8,673200.0
4,2.25,1950,3802500,6000,1.0,0,0,3,7,1350,1822500,600,360000,98115,1980,6000,3,564500.0
4,1.75,1790,3204100,11801,1.0,0,0,4,8,1790,3204100,0,0,98056,2000,12988,2,393000.0
5,1.75,1400,1960000,5071,1.0,0,0,3,5,1400,1960000,0,0,98014,1200,7500,3,425000.0
3,1.0,1320,1742400,24684,1.0,0,0,3,7,1320,1742400,0,0,98168,1120,21214,7,150000.0
4,2.25,1620,2624400,106722,1.0,0,0,3,8,1200,1440000,420,176400,98042,1620,38400,2,327000.0
4,2.5,3120,9734400,7448,2.0,0,0,3,9,3120,9734400,0,0,98042,2980,8102,3,444900.0
4,2.5,2100,4410000,14773,2.0,0,0,3,8,2100,4410000,0,0,98023,2370,15440,7,305000.0
3,3.25,1370,1876900,1194,3.0,0,0,3,8,1370,1876900,0,0,98107,1800,2678,8,469000.0
3,1.75,1520,2310400,7875,1.0,0,0,5,8,1520,2310400,0,0,98006,2150,9428,9,525000.0
3,2.5,2410,5808100,17424,1.0,0,0,3,7,1630,2656900,780,608400,98030,1530,11761,4,330000.0
4,1.0,1260,1587600,4080,1.0,0,0,4,7,1260,1587600,0,0,98105,1340,4080,10,618000.0
4,2.5,2830,8008900,7350,1.0,0,0,3,8,1690,2856100,1140,1299600,98023,2350,7768,11,295500.0
3,2.0,2064,4260096,46173,2.0,0,0,5,7,2064,4260096,0,0,98070,1640,21780,7,567035.0
4,2.25,2640,6969600,34870,1.0,0,0,3,8,1770,3132900,870,756900,98027,2500,35580,7,518000.0
2,1.0,1020,1040400,9200,1.0,0,0,3,7,1020,1040400,0,0,98045,1520,9600,5,303000.0
4,2.5,2200,4840000,8065,2.0,0,0,3,7,2200,4840000,0,0,98031,2641,8535,7,300000.0
3,1.5,1420,2016400,7520,1.0,0,0,4,7,1420,2016400,0,0,98007,2000,7520,10,413107.0
3,1.0,1350,1822500,3090,1.5,0,0,5,6,1350,1822500,0,0,98103,1350,3090,8,400000.0
3,1.0,1290,1664100,6859,1.0,0,0,4,7,1290,1664100,0,0,98136,1560,6369,4,535000.0
4,2.0,1680,2822400,2600,1.0,0,0,5,7,840,705600,840,705600,98107,1680,3340,9,555000.0
3,2.5,2280,5198400,6386,2.0,0,0,3,8,2280,5198400,0,0,98042,2550,4835,11,312000.0
3,2.25,1840,3385600,3500,1.5,0,0,5,8,1540,2371600,300,90000,98122,1800,3300,6,785200.0
4,2.0,2040,4161600,11850,1.0,0,2,3,7,1020,1040400,1020,1040400,98033,2040,8504,10,749000.0
3,1.5,1490,2220100,10367,1.0,0,0,3,7,1010,1020100,480,230400,98146,1000,8254,4,285000.0
4,2.5,2440,5953600,5088,2.0,0,0,3,7,2440,5953600,0,0,98065,2440,5762,9,425000.0
3,2.0,1930,3724900,15540,1.0,0,0,3,8,1260,1587600,670,448900,98155,1900,12123,7,360000.0
3,1.0,1200,1440000,6615,1.0,0,0,4,7,1200,1440000,0,0,98106,1230,6615,5,260000.0
3,2.0,1550,2402500,8509,1.0,0,0,3,7,1150,1322500,400,160000,98106,1840,7620,5,369000.0
4,2.5,2180,4752400,11132,1.0,0,0,4,8,1620,2624400,560,313600,98023,1950,13801,8,275000.0
3,2.25,1430,2044900,1448,3.0,0,0,3,8,1430,2044900,0,0,98103,1430,1383,9,407000.0
2,1.75,1230,1512900,5418,1.0,0,0,3,8,990,980100,240,57600,98117,1330,5074,4,575000.0
3,1.5,1670,2788900,3852,2.0,0,3,4,8,1670,2788900,0,0,98119,2320,4572,4,1236000.0
2,2.5,2720,7398400,4913,1.0,0,1,4,8,1700,2890000,1020,1040400,98199,2520,5303,1,875000.0
4,1.5,2220,4928400,6811,1.0,0,0,4,7,1270,1612900,950,902500,98056,1800,7350,7,320000.0
3,1.5,1520,2310400,9041,1.0,0,0,4,7,1520,2310400,0,0,98004,3260,10020,7,810000.0
3,1.75,1590,2528100,7620,1.0,0,0,4,7,1090,1188100,500,250000,98038,1590,7620,4,274000.0
4,1.75,1480,2190400,9523,1.0,0,0,3,7,1120,1254400,360,129600,98030,1590,8300,12,239900.0
4,1.5,1860,3459600,7808,1.0,0,0,3,7,1080,1166400,780,608400,98125,1530,7884,12,450000.0
4,2.0,1360,1849600,60548,1.0,0,0,3,6,960,921600,400,160000,98001,1930,28800,6,263400.0
3,1.0,1360,1849600,5967,1.0,0,0,3,6,1360,1849600,0,0,98178,1360,6052,4,265000.0
4,3.0,2360,5569600,6250,1.0,0,2,3,7,1460,2131600,900,810000,98118,2500,6250,6,418000.0
3,2.0,2360,5569600,5737,2.0,0,0,3,8,2360,5569600,0,0,98028,1600,9163,8,390000.0
3,2.0,1860,3459600,7500,1.0,0,0,3,7,930,864900,930,864900,98106,1000,5000,4,430000.0
3,2.25,2630,6916900,9705,2.5,0,2,4,8,2630,6916900,0,0,98052,2640,14284,4,1442500.0
2,1.75,1280,1638400,37373,1.0,0,0,4,7,1280,1638400,0,0,98022,2180,48351,11,297000.0
4,2.25,2330,5428900,7220,2.0,0,1,3,8,1600,2560000,730,532900,98177,2220,9100,4,650000.0
2,1.0,720,518400,18000,1.0,0,0,3,6,720,518400,0,0,98178,1250,7925,5,195000.0
3,3.5,3380,11424400,108900,2.0,0,0,3,9,2700,7290000,680,462400,98058,2250,130680,6,554000.0
3,2.0,3650,13322500,843309,2.0,0,0,4,7,3650,13322500,0,0,98070,1870,273992,9,550000.0
3,1.75,1640,2689600,4590,1.5,0,0,5,7,1640,2689600,0,0,98115,1760,5100,2,700000.0
4,1.0,1730,2992900,177657,1.5,0,0,3,5,1730,2992900,0,0,98065,1400,45175,10,300000.0
2,1.0,1030,1060900,8576,1.5,0,0,5,6,1030,1060900,0,0,98155,1310,8504,10,315000.0
3,1.0,1790,3204100,5250,1.0,0,0,3,7,1400,1960000,390,152100,98105,1790,5250,10,603000.0
2,1.0,840,705600,3400,1.0,0,2,4,7,840,705600,0,0,98119,2000,4000,6,530000.0
3,1.75,1300,1690000,8480,1.0,0,0,3,7,1300,1690000,0,0,98052,1740,7280,9,397500.0
3,1.0,1240,1537600,5250,1.5,0,0,4,6,1240,1537600,0,0,98055,1240,5250,3,221000.0
4,2.25,2170,4708900,8050,1.0,0,0,3,7,1220,1488400,950,902500,98072,1820,7700,12,466000.0
3,1.0,1330,1768900,5412,2.0,0,0,5,7,1330,1768900,0,0,98022,1710,10825,6,197500.0
3,3.0,1390,1932100,1080,2.0,0,0,3,7,1140,1299600,250,62500,98118,1450,1461,5,280000.0
2,1.5,1240,1537600,3873,1.0,0,0,4,6,860,739600,380,144400,98116,1240,4336,10,412000.0
2,1.0,880,774400,6731,1.0,0,0,4,7,880,774400,0,0,98116,1240,6731,8,454000.0
4,2.25,2540,6451600,228254,1.0,0,0,3,8,1450,2102500,1090,1188100,98019,1780,59241,5,540000.0
5,1.5,2520,6350400,5753,1.5,0,0,4,7,1510,2280100,1010,1020100,98022,1620,6875,6,250000.0
5,2.25,2510,6300100,35691,1.0,0,0,3,9,2510,6300100,0,0,98005,3160,35037,5,900000.0
5,1.75,2020,4080400,7902,1.0,0,0,3,7,1220,1488400,800,640000,98168,2220,8819,5,245000.0
3,1.75,2060,4243600,7251,1.0,0,0,3,7,1350,1822500,710,504100,98030,1520,7582,10,290000.0
2,1.0,930,864900,7742,1.0,0,0,3,6,930,864900,0,0,98168,2240,8723,2,160000.0
2,1.5,2700,7290000,7225,1.5,0,4,3,8,1660,2755600,1040,1081600,98116,2970,5150,3,1260000.0
2,1.0,1060,1123600,6050,1.0,0,0,3,7,940,883600,120,14400,98125,1540,5279,3,325000.0
2,1.0,670,448900,6750,1.0,0,0,4,5,670,448900,0,0,98188,1700,11520,1,185000.0
3,2.0,1750,3062500,4990,1.0,0,0,3,7,950,902500,800,640000,98107,1700,5000,9,477000.0
2,1.0,930,864900,7623,1.0,0,0,2,6,930,864900,0,0,98166,1300,7641,6,100000.0
4,2.5,2420,5856400,11481,1.0,0,0,3,8,1370,1876900,1050,1102500,98003,2290,8985,5,345000.0
4,2.25,2410,5808100,14985,1.0,0,1,4,7,1950,3802500,460,211600,98166,2510,15256,3,530000.0
3,1.0,1150,1322500,7156,1.0,0,0,4,6,1150,1322500,0,0,98168,1210,7156,6,203000.0
4,2.5,2480,6150400,5000,2.0,0,0,3,7,2480,6150400,0,0,98053,2410,5000,10,599000.0
4,1.0,1310,1716100,6000,1.5,0,0,3,7,1310,1716100,0,0,98144,1630,6000,7,370000.0
3,1.0,1240,1537600,8000,1.0,0,0,4,6,1040,1081600,200,40000,98198,1240,8000,2,140000.0
3,1.0,1150,1322500,5100,2.0,0,0,3,8,1150,1322500,0,0,98136,1440,5100,6,500000.0
3,1.75,1460,2131600,4000,1.0,0,2,4,7,730,532900,730,532900,98144,1360,4000,2,527200.0
5,2.75,3060,9363600,7015,1.0,0,0,5,8,1600,2560000,1460,2131600,98146,2190,7600,5,549900.0
4,2.5,3520,12390400,8095,2.0,0,0,3,9,3520,12390400,0,0,98052,2460,4676,5,760000.0
2,1.0,960,921600,4400,1.0,0,0,4,7,960,921600,0,0,98118,1520,5000,7,319000.0
3,2.5,2430,5904900,15264,2.0,0,0,3,8,2430,5904900,0,0,98030,2260,10416,6,362300.0
3,2.5,1930,3724900,4505,1.0,0,3,4,7,1440,2073600,490,240100,98198,1550,4505,4,421000.0
3,1.0,1090,1188100,4000,1.5,0,0,4,7,1090,1188100,0,0,98117,1520,4000,3,690000.0
3,2.5,2790,7784100,31798,1.0,0,0,5,8,1650,2722500,1140,1299600,98027,1400,14849,8,640000.0
4,1.75,1650,2722500,6900,1.0,0,0,3,7,910,828100,740,547600,98002,1540,7645,12,238000.0
3,3.0,3740,13987600,39640,2.0,0,2,3,10,3740,13987600,0,0,98070,2930,26136,6,789000.0
6,4.0,5310,28196100,12741,2.0,0,2,3,10,3600,12960000,1710,2924100,98040,4190,12632,4,1050000.0
3,2.5,1690,2856100,4476,2.0,0,0,3,7,1690,2856100,0,0,98042,2250,4488,4,302500.0
4,1.75,1400,1960000,7920,1.0,0,0,3,7,1400,1960000,0,0,98058,1910,7700,3,259950.0
3,1.5,1440,2073600,28516,1.0,0,0,4,7,1440,2073600,0,0,98075,2080,27049,6,456000.0
3,2.5,1360,1849600,3718,2.0,0,0,3,7,1360,1849600,0,0,98052,1090,3718,9,369950.0
3,1.75,1726,2979076,197326,2.0,0,0,4,7,1726,2979076,0,0,98070,2114,99316,5,363750.0
3,1.75,2220,4928400,216493,1.0,0,2,3,8,2220,4928400,0,0,98014,2900,169884,8,585000.0
3,2.5,1850,3422500,6676,2.0,0,0,3,7,1850,3422500,0,0,98023,1700,6663,10,268000.0
5,2.5,2860,8179600,4000,2.0,0,0,4,8,2160,4665600,700,490000,98102,1340,1224,9,1200000.0
3,1.0,1120,1254400,10176,1.0,0,0,3,6,920,846400,200,40000,98118,1350,7500,7,345000.0
4,2.5,2340,5475600,19850,2.0,0,0,3,9,2340,5475600,0,0,98155,1930,15439,2,539000.0
5,3.25,3760,14137600,9792,2.0,0,0,3,9,2550,6502500,1210,1464100,98006,2960,16500,7,851000.0
3,2.5,1920,3686400,7200,2.0,0,2,3,10,1780,3168400,140,19600,98116,2080,5000,4,900000.0
3,2.5,3230,10432900,5000,2.0,0,2,5,8,2430,5904900,800,640000,98117,1820,5000,7,850000.0
3,1.75,1260,1587600,6500,1.0,0,0,4,7,1260,1587600,0,0,98008,1500,7700,5,390000.0
3,1.75,1540,2371600,6909,1.0,0,0,4,7,920,846400,620,384400,98155,1130,6908,6,345000.0
3,2.5,1700,2890000,3150,2.0,0,0,3,8,1700,2890000,0,0,98029,1700,3600,6,534500.0
6,5.25,3600,12960000,3960,2.0,0,0,3,7,2400,5760000,1200,1440000,98126,1450,4600,11,643500.0
3,2.75,3150,9922500,5520,1.5,0,0,4,8,2130,4536900,1020,1040400,98112,3160,6200,4,1206500.0
2,1.75,1280,1638400,4000,1.0,0,0,4,7,730,532900,550,302500,98116,2250,5382,1,495000.0
2,1.0,980,960400,4120,1.0,0,0,3,7,830,688900,150,22500,98115,1760,4120,7,535000.0
4,2.5,2190,4796100,6578,2.0,0,0,3,7,2190,4796100,0,0,98065,2190,5416,10,435000.0
4,2.0,2470,6100900,1831,2.0,0,0,3,7,1970,3880900,500,250000,98166,1310,7500,11,305000.0
4,2.5,2590,6708100,7910,2.0,0,0,3,9,2590,6708100,0,0,98115,1700,7488,6,799000.0
4,2.5,2580,6656400,15031,2.0,0,0,3,9,2580,6656400,0,0,98052,3030,10361,11,700000.0
3,2.25,1270,1612900,1213,2.0,0,0,3,8,1040,1081600,230,52900,98107,1410,1265,5,467000.0
3,1.0,1250,1562500,7560,1.0,0,0,3,6,1250,1562500,0,0,98058,1270,7615,4,263000.0
4,2.5,4660,21715600,7157,2.0,0,0,3,9,3020,9120400,1640,2689600,98059,3300,7047,8,760000.0
4,2.5,2019,4076361,4435,2.0,0,3,3,8,2019,4076361,0,0,98022,1950,4800,2,293000.0
3,2.0,1490,2220100,7929,1.0,0,0,3,7,1490,2220100,0,0,98002,1650,7929,8,245000.0
2,1.5,1560,2433600,10807,1.0,0,0,2,7,1560,2433600,0,0,98070,1660,196591,7,181000.0
3,1.0,1030,1060900,15264,1.0,0,0,4,7,1030,1060900,0,0,98056,1430,14840,4,240000.0
4,2.75,2560,6553600,7961,1.0,0,2,4,8,1450,2102500,1110,1232100,98033,2500,9009,11,880000.0
3,2.0,1460,2131600,6377,1.0,0,0,3,7,1460,2131600,0,0,98038,1600,6250,6,285000.0
2,1.0,770,592900,6017,1.0,0,0,3,7,770,592900,0,0,98125,1670,7500,4,407500.0
4,2.5,1960,3841600,3543,2.0,0,0,3,7,1960,3841600,0,0,98056,2420,3646,8,325000.0
3,1.75,1900,3610000,10454,1.0,0,0,3,7,1390,1932100,510,260100,98155,2000,12000,10,405000.0
3,2.5,1970,3880900,4120,1.5,0,0,3,6,1230,1512900,740,547600,98106,1470,4080,4,291700.0
3,2.5,2490,6200100,18525,2.0,0,3,3,8,2490,6200100,0,0,98022,1850,9516,10,370000.0
3,1.5,1430,2044900,8960,1.0,0,0,4,6,1430,2044900,0,0,98166,1560,10125,5,270000.0
4,2.5,2680,7182400,7200,1.0,0,0,3,8,1380,1904400,1300,1690000,98033,1950,8520,5,800000.0
3,1.75,1610,2592100,3210,1.0,0,0,5,7,910,828100,700,490000,98103,1420,3210,9,626500.0
4,3.5,4300,18490000,8406,2.0,0,1,3,11,3580,12816400,720,518400,98040,2770,10006,10,1130000.0
4,2.5,3200,10240000,7545,2.0,0,0,3,7,3200,10240000,0,0,98038,2840,7137,8,399950.0
3,1.75,2140,4579600,15030,1.0,0,0,4,7,1570,2464900,570,324900,98166,2170,15030,7,419000.0
4,2.5,4240,17977600,43995,2.0,0,0,3,10,4240,17977600,0,0,98075,3720,59522,7,1160000.0
4,3.5,3410,11628100,10769,2.0,0,0,3,10,3410,11628100,0,0,98004,2650,10058,5,1405000.0
4,2.75,2090,4368100,8064,2.0,0,0,5,7,2090,4368100,0,0,98033,1460,8400,7,710000.0
3,1.0,1410,1988100,4840,1.0,0,2,4,6,1230,1512900,180,32400,98033,1410,5400,3,650000.0
4,2.5,2820,7952400,33750,2.0,0,0,4,9,2820,7952400,0,0,98072,2510,36180,2,369900.0
4,2.5,2770,7672900,63118,2.0,0,0,3,9,2770,7672900,0,0,98014,2770,44224,6,641000.0
3,1.0,1400,1960000,6879,1.0,0,0,3,7,1400,1960000,0,0,98155,1950,7400,3,403000.0
3,3.25,3620,13104400,4000,2.0,0,0,3,10,2730,7452900,890,792100,98199,1910,5000,7,1015000.0
4,2.5,2260,5107600,13600,1.0,0,0,4,8,1770,3132900,490,240100,98040,2630,13995,9,865000.0
4,2.5,3440,11833600,23954,1.5,1,3,5,10,2260,5107600,1180,1392400,98040,4230,18723,11,2485000.0
4,1.0,2150,4622500,3588,2.0,0,3,4,8,1850,3422500,300,90000,98126,1950,3588,10,810000.0
3,2.5,1256,1577536,1154,3.0,0,0,3,7,1256,1577536,0,0,98125,1309,1232,7,316750.0
4,2.25,2220,4928400,130244,2.0,0,0,3,8,2220,4928400,0,0,98027,2680,130680,8,652500.0
6,2.75,2850,8122500,15240,1.0,0,0,3,7,1850,3422500,1000,1000000,98106,2090,7620,2,360000.0
2,1.0,700,490000,5100,1.0,0,0,4,5,700,490000,0,0,98056,970,5811,4,208000.0
4,2.5,3700,13690000,63991,2.0,0,0,3,10,3700,13690000,0,0,98077,3210,47215,2,898000.0
4,1.75,1400,1960000,11934,1.0,0,0,3,7,1050,1102500,350,122500,98028,2080,10400,2,295000.0
4,1.75,3130,9796900,18253,2.0,0,0,3,7,3130,9796900,0,0,98133,1850,12220,5,652500.0
4,3.0,2170,4708900,5764,2.0,0,0,3,8,2170,4708900,0,0,98029,2010,5681,7,560000.0
3,1.0,1020,1040400,8400,1.0,0,0,4,7,1020,1040400,0,0,98056,1690,8030,5,280000.0
3,2.5,1760,3097600,8584,1.5,0,0,5,7,1760,3097600,0,0,98148,2160,8584,6,289950.0
3,2.5,1860,3459600,44093,1.0,0,0,3,7,1860,3459600,0,0,98055,1900,6130,4,397500.0
2,1.0,1140,1299600,75132,1.0,0,0,3,7,1140,1299600,0,0,98077,2570,35200,3,380000.0
3,2.5,1670,2788900,22703,1.0,0,0,3,7,1310,1716100,360,129600,98045,1510,16817,10,415900.0
2,1.75,1710,2924100,8645,1.0,0,0,4,7,1510,2280100,200,40000,98115,1280,5366,7,475000.0
1,1.0,500,250000,7440,1.0,0,0,1,5,500,250000,0,0,98106,1350,7440,10,125000.0
3,1.0,1470,2160900,32670,1.0,0,0,3,7,1020,1040400,450,202500,98042,2640,24100,8,238000.0
4,1.5,1370,1876900,9750,1.0,0,0,3,7,1070,1144900,300,90000,98168,1540,9789,8,296000.0
6,3.0,3470,12040900,117612,1.5,0,0,3,7,3470,12040900,0,0,98028,2120,17100,5,475000.0
3,2.25,1650,2722500,6250,1.5,0,0,3,7,1650,2722500,0,0,98116,2060,6250,2,390000.0
3,1.0,1180,1392400,3750,1.0,0,0,3,6,1030,1060900,150,22500,98116,1280,3750,11,425000.0
6,3.0,3110,9672100,5000,1.5,0,0,5,7,1810,3276100,1300,1690000,98103,1600,4000,6,725000.0
3,2.25,2080,4326400,12134,1.0,0,0,4,8,1530,2340900,550,302500,98052,2320,12400,7,605000.0
3,1.0,1600,2560000,1950,2.0,0,0,2,7,1600,2560000,0,0,98122,1310,1138,11,302000.0
3,2.25,2380,5664400,6000,2.0,0,0,5,9,1650,2722500,730,532900,98199,2000,6000,3,886000.0
4,1.75,1630,2656900,6120,1.0,0,0,5,7,980,960400,650,422500,98115,1630,4080,8,540000.0
4,2.25,1910,3648100,8400,2.0,0,0,3,7,1910,3648100,0,0,98072,1910,8400,4,435000.0
4,3.25,3140,9859600,10752,2.0,0,0,3,7,2300,5290000,840,705600,98146,1300,9920,10,409000.0
3,1.0,1250,1562500,7280,1.0,0,0,3,7,1250,1562500,0,0,98052,1690,7280,1,405000.0
3,2.5,1990,3960100,3984,2.0,0,0,3,8,1990,3960100,0,0,98075,2320,3984,6,560200.0
4,1.75,2110,4452100,7208,1.0,0,0,3,8,1170,1368900,940,883600,98058,1820,7208,6,324000.0
4,2.5,2490,6200100,8290,2.0,0,0,3,9,2490,6200100,0,0,98092,2690,7008,5,390000.0
