sqft_living,grade,sqft_above,bathrooms,quartier,view,sqft_basement,bedrooms,waterfront,floors
1480,6,740,1.75,0,0,740,2,0,1.0
3330,11,2610,3.0,1,0,720,5,0,2.0
1300,7,1300,2.0,0,0,0,3,0,2.0
2540,8,2540,2.5,0,0,0,4,0,2.0
1060,8,940,2.25,0,0,120,2,0,2.0
2880,8,2880,2.0,0,0,0,5,0,2.0
2120,7,2120,2.5,0,0,0,3,0,2.0
4970,11,3930,3.5,1,3,1040,4,0,2.0
2660,9,2170,3.25,0,0,490,3,0,2.0
5020,12,3970,3.75,1,1,1050,5,0,2.0
1100,8,900,2.25,0,0,200,2,0,2.0
1800,7,1800,2.25,0,0,0,4,0,2.0
2910,8,2910,2.75,0,0,0,5,0,1.5
910,6,910,1.0,0,0,0,2,0,1.0
1800,7,1690,2.5,0,0,110,3,0,2.0
1530,8,1020,1.75,0,0,510,2,0,1.0
1140,7,1140,1.75,0,0,0,3,0,1.0
2190,7,1330,2.25,0,0,860,3,0,1.0
2260,7,1450,2.25,0,0,810,3,0,1.0
1380,9,1380,2.5,0,0,0,2,0,3.0
2060,8,1460,2.5,0,0,600,3,0,1.0
750,4,750,0.75,0,1,0,2,0,1.0
2500,10,2500,2.5,0,0,0,4,0,1.0
3280,9,2190,2.5,0,0,1090,4,0,1.0
1320,7,1320,1.0,0,0,0,3,0,1.5
1800,8,1800,2.5,0,0,0,3,0,2.0
1830,8,1830,2.0,0,0,0,3,0,1.0
1280,6,1280,1.5,0,0,0,3,0,2.0
2120,8,1220,1.5,0,0,900,3,0,1.0
1270,6,650,1.0,0,0,620,2,0,1.0
5120,10,3290,4.5,0,0,1830,4,0,2.0
1720,7,1720,1.75,0,0,0,3,0,1.5
1320,7,1320,1.75,0,0,0,3,0,1.0
2040,7,1780,1.75,0,0,260,3,0,1.5
2390,8,2390,2.25,0,0,0,4,0,2.0
1810,8,1810,2.0,0,4,0,3,1,2.0
2716,9,2716,2.5,0,0,0,4,0,2.0
2500,8,2500,2.5,0,0,0,4,0,2.0
2060,7,2060,1.5,0,0,0,3,0,1.5
3190,9,3190,2.75,0,0,0,4,0,2.0
1040,7,1040,1.0,1,0,0,2,0,1.0
2795,8,2795,3.0,0,0,0,5,0,2.0
3470,7,3470,3.0,0,0,0,6,0,1.5
1830,8,1230,1.75,0,0,600,3,0,1.0
1330,7,630,2.0,0,0,700,3,0,1.0
1760,7,880,1.75,0,0,880,2,0,1.0
1820,7,1820,1.5,0,0,0,3,0,1.0
2520,8,1820,1.0,0,0,700,4,0,1.5
2420,7,2420,1.75,0,0,0,3,0,2.0
1300,7,1300,1.5,0,0,0,3,0,1.0
2770,8,1570,2.25,0,3,1200,2,0,1.0
1040,7,1040,1.0,1,0,0,2,0,1.0
1220,7,1220,1.0,0,0,0,3,0,1.0
900,7,900,1.0,0,0,0,2,0,1.0
3504,7,3504,2.5,0,0,0,4,0,2.0
1340,7,1340,1.75,0,0,0,3,0,1.0
3210,7,2040,2.0,0,0,1170,4,0,1.5
1470,7,1070,1.75,0,0,400,3,0,1.0
1720,7,860,1.75,0,0,860,4,0,1.0
3520,9,2010,3.25,1,2,1510,4,0,1.0
2500,7,1520,2.25,0,0,980,4,0,1.5
1480,7,1480,1.5,0,0,0,3,0,1.0
990,7,990,1.0,0,0,0,3,0,1.0
1560,7,1200,1.5,0,0,360,3,0,1.0
2080,7,2080,1.75,0,0,0,5,0,1.0
4310,8,2950,4.25,0,0,1360,6,0,2.0
2700,9,2700,2.5,0,0,0,4,0,2.0
1490,6,700,1.75,0,0,790,3,0,1.0
1790,7,1190,2.5,0,0,600,3,0,1.0
1410,7,1410,1.75,0,0,0,3,0,1.0
740,6,740,1.0,0,0,0,2,0,1.0
2500,8,1690,2.5,0,0,810,5,0,1.0
1410,7,1410,1.75,0,0,0,3,0,1.0
1400,8,1400,1.75,0,0,0,3,0,1.0
3570,8,2070,2.0,1,1,1500,3,0,1.0
600,5,600,1.0,0,0,0,2,0,1.0
1170,6,1170,1.0,0,0,0,2,0,1.0
2130,8,2130,2.5,0,0,0,3,0,2.0
4740,10,4740,3.25,0,0,0,4,0,2.0
1050,7,1050,1.0,1,0,0,2,0,1.0
2810,8,2010,4.5,0,0,800,6,0,1.0
1710,7,1710,2.0,0,0,0,4,0,1.0
1120,6,1120,1.0,0,0,0,2,0,1.0
2430,8,2430,2.5,0,0,0,3,0,2.0
1780,7,1780,2.5,0,0,0,4,0,2.0
2120,8,1230,2.5,1,0,890,3,0,1.0
2130,8,2130,2.5,0,0,0,3,0,2.0
3060,9,2410,3.5,0,0,650,4,0,2.0
2090,8,1280,2.25,1,2,810,3,0,1.0
1290,8,1290,2.25,1,0,0,3,0,2.0
2540,8,2540,2.5,0,0,0,3,0,2.0
1540,7,1180,2.0,0,0,360,3,0,1.0
4050,9,2230,3.5,0,2,1820,5,0,1.0
1590,7,1590,2.25,0,0,0,3,0,2.0
1920,6,960,2.75,0,0,960,4,0,1.0
3520,8,2270,1.5,0,0,1250,4,0,1.5
2660,9,1960,2.5,1,0,700,5,0,1.0
1370,7,1370,2.25,0,0,0,3,0,2.0
2090,7,1290,3.0,0,0,800,3,0,1.5
3370,7,2310,2.75,0,1,1060,3,0,1.5
1000,6,1000,1.0,0,0,0,3,0,1.0
2430,8,2430,2.5,0,0,0,4,0,2.0
1520,8,1520,2.0,0,0,0,3,0,1.0
1430,7,1430,1.0,0,0,0,3,0,1.5
1390,6,720,1.75,0,0,670,2,0,1.0
2640,8,2640,2.5,0,0,0,4,0,2.0
880,6,880,1.0,0,0,0,2,0,1.0
2420,8,2420,2.75,0,0,0,4,0,2.0
2600,8,2600,2.25,0,0,0,5,0,1.5
3100,10,3100,3.5,0,0,0,4,0,2.0
3970,9,3970,4.0,0,0,0,4,0,2.0
1700,7,1700,2.5,0,0,0,3,0,2.0
2240,7,2240,2.0,0,0,0,4,0,1.5
2190,8,2190,2.5,0,0,0,3,0,2.0
2370,8,2370,2.5,0,0,0,4,0,2.0
2770,8,2120,2.25,1,0,650,6,0,1.5
1320,7,1320,2.0,0,0,0,3,0,1.0
1720,8,1000,2.5,0,0,720,3,0,1.0
2040,8,1440,1.75,0,0,600,4,0,1.0
2380,8,1500,3.0,0,0,880,4,0,1.0
1250,7,1250,2.0,0,0,0,3,0,1.0
2060,7,1360,1.75,0,0,700,5,0,1.0
3136,8,3136,2.5,0,0,0,3,0,1.5
2110,8,2110,2.75,0,0,0,4,0,1.5
1360,7,1360,1.0,0,0,0,3,0,1.0
2060,7,1030,2.0,0,0,1030,3,0,1.0
980,7,980,1.0,0,0,0,2,0,1.0
1280,7,1000,1.75,0,0,280,2,0,1.0
2620,7,2620,2.25,0,0,0,4,0,2.0
2650,8,2240,1.75,0,1,410,3,0,1.0
2200,9,1610,2.5,0,0,590,3,0,2.0
1490,7,930,1.5,0,0,560,2,0,1.0
1700,7,1700,1.75,0,0,0,4,0,1.0
4230,11,4230,2.25,0,0,0,4,0,2.0
1930,8,1930,1.75,0,0,0,5,0,1.0
1810,8,1810,2.0,0,2,0,3,0,1.0
1680,7,1680,1.0,0,0,0,3,0,1.0
1650,7,1650,1.75,0,0,0,3,0,1.0
710,6,710,1.0,0,0,0,2,0,1.0
1500,7,1370,1.0,0,0,130,3,0,1.5
580,5,580,1.0,0,0,0,2,0,1.0
1000,6,1000,1.0,0,0,0,3,0,1.0
2610,9,2610,2.5,0,0,0,3,0,2.0
1100,7,1100,1.75,0,0,0,3,0,1.0
1670,8,1670,1.75,0,0,0,4,0,1.0
2180,7,2180,3.0,0,0,0,6,0,2.0
2080,8,2080,2.0,0,0,0,3,0,1.0
2050,7,2050,2.5,0,0,0,4,0,2.0
840,6,840,0.75,0,4,0,2,1,1.0
3090,8,2340,2.75,0,2,750,4,0,2.0
1710,7,1710,2.5,0,0,0,4,0,2.0
2100,8,2100,2.5,0,2,0,3,0,2.0
2620,8,1310,2.75,0,2,1310,4,0,1.0
1610,7,1610,2.25,0,0,0,4,0,2.0
2020,7,1220,1.75,0,0,800,5,0,1.0
1730,8,1730,3.0,0,0,0,3,0,3.0
3280,10,3280,2.75,0,0,0,4,0,2.0
2480,8,1620,3.0,0,0,860,3,0,1.0
3030,10,3030,2.5,0,0,0,4,0,2.0
860,9,860,2.25,0,0,0,2,0,2.0
1190,6,1190,1.0,0,0,0,2,0,1.0
2790,9,2790,4.0,0,0,0,4,0,2.0
1400,7,800,1.0,0,0,600,3,0,1.0
2030,8,2030,2.5,1,0,0,4,0,1.0
1180,7,1180,1.0,0,0,0,3,0,1.0
1870,7,1670,1.0,0,0,200,4,0,1.5
1000,7,1000,1.0,0,0,0,3,0,1.0
1220,7,1220,1.0,0,0,0,3,0,1.0
1790,7,1790,1.5,0,0,0,5,0,2.0
2430,7,1450,2.5,0,0,980,4,0,1.0
4500,10,4500,4.0,0,0,0,5,0,2.0
1020,7,1020,1.5,0,0,0,2,0,3.0
1800,6,1470,1.75,0,0,330,3,0,1.0
3840,9,3840,3.5,0,0,0,3,0,2.0
3180,11,2240,3.0,0,2,940,3,0,2.0
1680,8,1340,1.75,0,0,340,3,0,1.0
2910,8,1800,3.0,0,0,1110,4,0,1.0
1760,7,1760,2.0,0,0,0,3,0,2.0
2180,7,2180,2.5,0,0,0,3,0,2.0
2880,8,1690,3.5,0,0,1190,3,0,1.0
2090,8,2090,2.5,0,0,0,4,0,2.0
1900,7,1900,1.75,0,0,0,4,0,1.0
3180,10,3180,3.5,1,0,0,5,0,2.0
3217,8,2587,3.5,0,0,630,4,0,2.0
2310,8,2310,2.75,0,0,0,4,0,3.0
2280,8,1550,2.5,0,0,730,3,0,1.0
2789,7,2789,2.5,0,0,0,4,0,2.0
2890,10,2890,2.25,0,4,0,4,1,3.0
1980,8,1980,2.5,0,0,0,3,0,2.0
2880,7,1440,1.0,0,0,1440,1,0,1.0
2560,8,1860,2.75,0,0,700,4,0,1.0
3210,7,1810,2.75,0,0,1400,4,0,1.0
2870,10,2250,2.25,0,0,620,3,0,2.0
1830,7,1320,2.75,0,0,510,4,0,1.0
1660,7,1660,1.75,0,0,0,3,0,1.0
1010,6,1010,1.0,0,0,0,3,0,1.0
2970,9,2970,2.5,0,0,0,4,0,2.0
840,7,840,1.0,0,0,0,2,0,2.0
1830,7,1830,2.25,0,0,0,4,0,2.0
1290,7,1290,1.75,0,0,0,4,0,2.0
1900,7,1640,1.5,0,0,260,3,0,1.5
2050,7,1580,2.75,0,0,470,3,0,1.5
910,6,910,1.0,0,0,0,3,0,1.0
2330,8,1800,2.75,0,0,530,4,0,1.0
1880,8,1880,2.0,0,0,0,4,0,2.0
2240,8,1120,2.0,1,0,1120,4,0,1.0
2080,8,2080,2.0,0,0,0,3,0,2.0
3310,9,2380,2.5,0,0,930,3,0,2.0
1370,7,1370,1.0,0,0,0,2,0,1.5
1920,8,1920,2.25,0,0,0,3,0,2.0
2500,7,1390,2.75,0,0,1110,3,0,1.0
2070,8,1220,2.0,0,0,850,3,0,1.0
1590,7,1090,1.5,0,1,500,3,0,1.0
1490,7,1020,2.25,0,0,470,4,0,2.0
1640,7,1640,1.0,0,0,0,3,0,1.0
1320,7,1320,1.5,0,0,0,3,0,1.0
1930,7,1930,2.5,0,0,0,3,0,2.0
2970,9,2970,2.5,0,0,0,4,0,2.0
2330,8,1780,2.5,0,0,550,4,0,1.0
890,7,890,1.0,0,0,0,3,0,1.0
2700,9,2700,2.5,0,0,0,4,0,2.0
2990,9,2990,2.5,0,0,0,3,0,2.0
1240,7,1240,1.5,0,0,0,3,0,1.0
2490,9,2490,2.5,0,0,0,4,0,2.0
1320,7,1320,1.0,0,0,0,4,0,1.5
1980,7,1380,2.0,0,0,600,3,0,1.0
3460,10,2850,3.0,0,0,610,3,0,2.0
2620,9,2620,2.5,0,0,0,3,0,2.0
2010,8,2010,2.5,0,0,0,4,0,1.5
3820,10,3820,3.75,0,0,0,4,0,1.0
1550,7,860,1.75,0,0,690,3,0,1.0
2500,8,1780,2.75,0,0,720,4,0,1.0
3450,10,3450,2.5,0,0,0,3,0,2.0
2310,7,1430,2.0,0,0,880,4,0,1.0
1390,7,1390,2.0,0,0,0,3,0,1.0
2120,7,1220,2.5,0,0,900,3,0,1.0
1230,7,1160,2.25,0,0,70,2,0,2.0
2370,8,2370,2.5,0,0,0,3,0,2.0
3110,10,3110,3.5,1,0,0,3,0,1.0
1670,8,1670,2.5,0,0,0,3,0,2.0
810,6,810,1.0,0,0,0,3,0,1.0
5420,11,3890,4.5,0,0,1530,4,0,1.0
3000,7,3000,2.5,0,0,0,4,0,2.0
1800,8,1800,2.0,0,0,0,3,0,2.0
660,6,660,1.0,0,0,0,2,0,1.0
1700,8,1700,1.75,0,0,0,4,0,1.0
2168,8,2168,2.0,0,0,0,3,0,1.5
2130,7,1500,2.5,0,0,630,4,0,1.0
2080,8,1220,2.25,0,0,860,4,0,1.0
1770,7,1770,2.5,0,0,0,4,0,2.0
2520,8,1700,2.25,0,2,820,3,0,2.0
1220,8,1220,1.5,0,0,0,3,0,3.0
2415,9,2415,2.5,1,1,0,3,0,2.0
1260,7,1000,1.0,0,0,260,2,0,1.0
2000,7,2000,3.0,0,0,0,4,0,1.5
1980,7,1980,2.5,0,0,0,4,0,2.0
1520,7,1520,1.75,0,0,0,3,0,1.0
3420,9,3420,2.5,0,0,0,4,0,2.0
2200,7,1710,3.25,0,0,490,3,0,2.0
2500,8,1250,2.0,0,0,1250,6,0,1.0
1410,7,1170,2.25,0,2,240,3,0,1.0
3380,8,1690,1.75,1,0,1690,5,0,1.0
1910,7,1080,1.75,0,0,830,3,0,1.0
1020,6,1020,1.0,0,0,0,2,0,1.0
1920,7,1920,1.75,0,0,0,3,0,1.0
2060,8,1340,2.25,0,0,720,3,0,1.0
1400,7,1400,1.0,0,0,0,3,0,1.0
2437,7,2437,2.5,0,0,0,3,0,2.0
2200,7,1290,2.25,0,0,910,4,0,1.0
2500,8,1300,2.5,0,2,1200,4,0,1.0
1770,7,1170,1.75,0,0,600,4,0,1.0
1800,8,1390,1.75,0,0,410,3,0,1.0
1950,7,1550,2.5,0,0,400,4,0,2.0
1410,8,1410,1.75,0,0,0,3,0,2.0
2690,8,2130,2.5,0,3,560,3,0,1.0
1780,6,890,1.75,0,0,890,4,0,1.0
1460,8,1150,2.5,1,0,310,3,0,1.0
1730,7,1210,2.5,0,0,520,3,0,1.0
480,4,480,0.75,0,0,0,1,0,1.0
2683,9,2683,2.5,0,0,0,4,0,2.0
2270,7,2270,2.0,0,0,0,5,0,2.0
1920,8,1920,2.5,0,0,0,3,0,2.0
1000,7,1000,1.0,0,0,0,2,0,1.0
2190,8,1480,1.75,0,0,710,3,0,1.0
2820,8,1430,2.5,1,0,1390,6,0,1.0
1080,7,1080,1.0,0,0,0,3,0,1.0
1630,7,1630,2.25,0,0,0,3,0,2.0
1270,8,1270,1.5,0,0,0,3,0,3.0
2550,7,1760,1.5,0,0,790,4,0,1.5
1170,6,1170,1.0,0,0,0,3,0,2.0
1550,6,1550,1.5,0,0,0,3,0,1.5
3660,10,3660,3.25,0,2,0,5,0,2.0
1400,8,1400,1.5,0,0,0,2,0,1.0
1920,7,1510,2.0,0,0,410,3,0,1.0
1300,7,1300,1.5,0,0,0,4,0,1.5
1140,6,770,1.0,0,0,370,3,0,1.0
1710,8,1360,3.25,0,0,350,3,0,2.0
1280,8,1090,3.25,0,0,190,3,0,2.0
1120,7,1120,1.75,0,2,0,3,0,1.5
2120,7,1060,1.75,0,0,1060,3,0,1.0
2200,7,2200,2.25,0,0,0,4,0,2.0
3680,9,3680,2.5,0,0,0,3,0,1.5
900,6,900,1.0,0,0,0,3,0,1.0
2270,7,1540,2.25,0,2,730,4,0,1.0
1400,7,1400,2.0,0,0,0,3,0,1.0
1470,8,1470,2.0,0,0,0,4,0,1.0
3720,10,3720,2.5,0,0,0,4,0,2.0
840,6,840,2.0,0,0,0,2,0,1.5
1110,6,1110,1.0,0,0,0,2,0,1.0
2050,8,2050,1.75,1,0,0,2,0,1.0
1520,6,1520,2.0,0,0,0,4,0,1.5
1480,8,1000,1.75,0,0,480,3,0,2.0
1840,8,1390,2.25,0,0,450,3,0,1.0
2414,8,2414,2.75,0,0,0,4,0,2.0
3010,8,2410,2.25,0,0,600,3,0,2.0
1090,6,1090,1.0,0,0,0,3,0,1.0
740,6,740,1.0,0,0,0,2,0,1.0
2090,7,1090,1.75,0,0,1000,4,0,1.0
1340,8,1190,1.5,0,0,150,2,0,2.0
1180,7,1180,1.5,0,0,0,3,0,1.0
1470,7,980,1.75,0,0,490,4,0,1.0
3305,7,2245,2.5,0,0,1060,4,0,1.5
1430,7,1430,1.0,0,0,0,4,0,1.5
2980,9,2230,2.25,0,0,750,3,0,1.0
1630,7,1630,1.75,0,0,0,3,0,1.0
2420,8,1740,3.0,0,0,680,3,0,1.0
1530,8,1530,1.5,0,0,0,3,0,1.0
2210,7,1460,2.75,0,0,750,5,0,1.0
1530,7,1530,1.0,0,0,0,4,0,2.0
2110,8,2110,2.25,0,0,0,4,0,2.0
2210,8,2210,2.5,0,0,0,3,0,2.0
1320,7,1320,1.0,0,0,0,4,0,1.5
2020,7,2020,2.5,0,0,0,3,0,2.0
1050,7,880,1.0,0,0,170,2,0,1.0
2130,7,1100,1.5,0,0,1030,4,0,1.0
2160,7,2160,2.5,0,0,0,4,0,2.0
1400,7,1400,1.5,0,0,0,4,0,2.0
3310,9,3310,2.5,0,0,0,4,0,2.0
1900,7,1900,2.25,0,0,0,3,0,2.0
1440,7,1440,2.0,0,0,0,2,0,1.0
2200,8,2200,2.25,0,0,0,4,0,2.0
1550,8,1550,3.25,0,0,0,3,0,3.0
1610,6,1610,1.0,0,0,0,4,0,1.5
3780,11,2650,3.25,1,1,1130,3,0,1.0
2830,8,1690,2.5,0,0,1140,4,0,1.0
2170,7,2170,2.5,0,0,0,4,0,2.0
3830,10,3120,3.5,1,0,710,4,0,2.0
3370,9,3370,2.5,0,2,0,3,0,2.0
1700,7,850,2.5,0,0,850,4,0,1.0
870,7,870,1.0,0,2,0,2,0,1.0
1900,8,1200,2.5,0,0,700,4,0,1.0
1610,9,1080,2.5,0,1,530,3,0,2.0
2590,8,1640,2.5,0,0,950,4,0,1.0
1380,7,1140,2.5,0,0,240,2,0,2.0
2920,9,1690,2.25,1,0,1230,4,0,1.0
1460,7,1460,1.75,0,0,0,3,0,1.0
2110,7,1110,2.0,0,0,1000,5,0,1.0
3350,9,3350,2.75,0,2,0,4,0,2.0
1420,8,1140,1.5,0,0,280,3,0,2.0
1800,7,900,2.0,0,0,900,4,0,1.0
720,6,720,1.0,0,0,0,2,0,1.0
1315,8,1315,1.75,0,0,0,2,0,2.0
1440,8,1440,2.0,0,0,0,3,0,1.0
2030,9,1130,1.75,0,1,900,4,0,1.0
2010,8,2010,2.25,0,0,0,4,0,2.0
2300,9,1960,1.75,0,0,340,4,0,1.0
1110,8,930,1.5,0,0,180,2,0,2.0
1040,6,1040,1.0,0,0,0,3,0,1.0
2320,9,2320,2.0,0,0,0,3,0,1.5
2340,9,2340,2.5,0,0,0,3,0,1.0
2750,8,1650,2.5,1,3,1100,3,0,1.0
4080,9,4080,3.5,0,0,0,4,0,2.0
2320,7,1320,2.5,0,0,1000,4,0,1.0
1460,7,1170,2.0,0,0,290,3,0,1.0
980,7,980,1.0,0,0,0,3,0,1.5
2360,7,1930,1.5,0,0,430,3,0,2.0
1650,8,1650,2.5,0,0,0,3,0,2.0
2050,8,1050,2.5,0,0,1000,4,0,1.0
1680,8,1680,1.75,0,0,0,3,0,1.0
2160,7,1260,2.5,0,0,900,3,0,1.5
1910,8,1910,2.5,0,0,0,3,0,3.0
1610,7,1060,1.5,0,0,550,3,0,1.0
1440,8,1130,2.25,0,0,310,3,0,1.0
2555,8,2555,2.5,0,0,0,3,0,2.0
2380,7,2380,2.5,0,0,0,4,0,2.0
2770,9,1980,3.25,0,0,790,3,0,2.0
1360,7,1310,2.5,0,0,50,3,0,3.0
2050,8,2050,3.0,0,0,0,4,0,2.0
4200,12,3640,3.5,1,2,560,4,0,2.0
3010,10,3010,4.0,0,0,0,4,0,2.0
1480,7,1480,1.0,0,0,0,3,0,1.0
3440,9,3440,3.5,1,0,0,4,0,3.0
2300,7,1270,1.0,0,0,1030,4,0,1.0
2150,8,2150,2.5,0,0,0,4,0,2.0
4330,10,3630,3.25,0,0,700,3,0,2.0
2470,8,2470,2.5,0,0,0,4,0,2.0
1910,8,1910,2.5,0,0,0,3,0,2.0
1980,8,1980,1.5,0,0,0,3,0,2.0
2870,9,2870,2.5,0,0,0,3,0,2.0
2290,8,1270,1.75,0,0,1020,4,0,1.0
1700,7,1340,1.75,0,0,360,4,0,1.5
2120,7,2120,2.5,0,0,0,4,0,2.0
1150,7,710,1.0,1,1,440,2,0,1.0
1420,7,1420,1.75,0,0,0,3,0,1.0
3870,10,3870,4.0,0,0,0,5,0,2.0
2780,8,2120,3.5,0,0,660,4,0,2.0
1100,7,1100,1.5,0,0,0,3,0,1.0
840,7,840,1.0,0,0,0,2,0,1.0
2080,9,2080,3.0,0,0,0,3,0,1.5
1553,7,1553,2.0,0,0,0,3,0,1.0
910,7,910,1.0,0,0,0,2,0,1.0
1620,7,920,1.75,0,0,700,3,0,1.0
1430,7,1430,2.25,0,0,0,3,0,2.0
1140,6,1140,1.0,0,0,0,3,0,1.0
1440,7,990,1.75,0,0,450,3,0,1.0
850,7,850,1.5,0,0,0,3,0,1.0
2070,6,2070,2.5,0,0,0,3,0,1.0
2400,7,2400,2.25,0,0,0,4,0,2.0
1940,9,1940,2.5,0,0,0,3,0,2.0
2020,7,1010,2.0,0,0,1010,6,0,1.0
1270,8,1000,1.5,0,0,270,2,0,2.0
1700,8,1700,1.75,0,0,0,4,0,1.0
2510,8,2010,1.75,0,0,500,5,0,1.5
2280,8,2280,2.75,0,0,0,4,0,2.0
3200,8,1860,2.5,0,1,1340,4,0,1.5
4050,12,4050,3.25,1,0,0,5,0,2.0
1440,7,960,1.0,0,0,480,2,0,1.0
3830,11,3830,3.75,0,0,0,4,0,2.0
1450,8,1450,1.75,0,0,0,3,0,1.0
2100,9,1510,2.75,0,0,590,3,0,2.0
1960,7,1130,2.25,0,0,830,3,0,1.0
1750,8,1750,2.25,0,0,0,4,0,1.5
2140,7,2140,2.25,0,0,0,3,0,2.0
1660,8,1660,2.5,0,0,0,3,0,3.0
2040,7,2040,2.5,0,0,0,4,0,2.0
2450,9,1800,2.5,0,0,650,3,0,2.0
1160,6,870,0.75,0,0,290,2,0,1.0
1480,7,1220,2.25,0,0,260,3,0,1.0
3080,7,3080,1.75,0,0,0,4,0,1.5
1360,7,1360,1.75,0,0,0,4,0,1.0
3110,8,3110,2.75,0,0,0,4,0,1.0
1680,8,1680,1.5,0,0,0,3,0,1.0
2430,8,1780,1.75,0,0,650,4,0,1.0
1720,7,860,2.25,0,0,860,4,0,1.0
1750,8,960,2.25,0,0,790,5,0,1.0
2470,8,2470,2.25,0,0,0,4,0,2.0
1310,7,1310,1.75,0,0,0,3,0,1.0
4410,11,3570,3.75,0,4,840,4,0,3.0
1899,7,1899,1.75,0,0,0,3,0,2.0
2650,9,2650,2.5,0,0,0,3,0,2.0
1610,7,1610,2.25,0,0,0,2,0,2.0
1310,7,910,1.0,0,0,400,2,0,1.0
1240,6,1240,1.5,0,0,0,3,0,1.0
2180,8,2180,2.5,0,0,0,3,0,2.0
1620,7,1620,2.5,0,0,0,4,0,2.0
1350,7,1350,1.0,0,0,0,4,0,1.5
1780,8,1780,2.5,0,0,0,3,0,2.0
1690,7,1690,1.5,0,0,0,5,0,1.5
2430,8,2430,2.5,0,0,0,5,0,2.0
3450,9,3450,3.0,0,0,0,5,0,2.0
2130,7,2130,2.5,0,0,0,3,0,2.0
2030,8,2030,2.5,0,0,0,3,0,2.0
2760,7,2760,2.5,0,0,0,4,0,2.0
1210,6,1210,1.0,0,0,0,2,0,1.0
3130,8,1580,2.75,0,0,1550,5,0,1.0
2760,7,1430,2.75,0,0,1330,5,0,1.0
4320,8,4320,3.75,0,4,0,5,1,2.0
1720,8,1000,2.5,0,0,720,3,0,1.0
3080,9,3080,3.5,0,0,0,4,0,2.0
2870,8,1730,2.25,1,0,1140,4,0,1.0
2660,7,2660,2.5,0,0,0,4,0,2.0
2210,8,2210,2.5,0,0,0,4,0,2.0
1410,7,820,2.5,0,0,590,3,0,1.0
1400,7,1400,1.5,0,0,0,2,0,2.0
3500,10,3500,3.5,0,0,0,5,0,2.0
1600,6,1080,1.0,0,0,520,3,0,1.5
840,6,840,1.0,0,0,0,2,0,1.0
1660,7,1130,1.75,0,0,530,3,0,1.0
2880,8,1710,2.25,0,0,1170,3,0,1.0
2290,7,2290,2.5,0,0,0,4,0,2.0
1560,8,1560,2.0,0,0,0,2,0,1.0
1650,7,1650,1.75,0,0,0,3,0,1.0
1440,6,720,1.75,0,0,720,3,0,1.0
2370,7,2370,2.25,0,0,0,3,0,2.0
870,8,800,1.5,0,0,70,2,0,2.0
1760,8,1290,2.25,0,0,470,3,0,1.0
2230,7,2230,2.5,0,0,0,3,0,2.0
3700,10,2170,3.0,0,0,1530,3,0,1.0
1140,7,1140,1.0,0,0,0,1,0,1.5
3250,8,3250,2.5,0,0,0,4,0,2.0
3120,7,3120,2.5,0,0,0,4,0,2.0
2330,7,1360,1.75,0,0,970,5,0,1.5
2420,9,2420,2.5,0,0,0,3,0,2.0
1160,7,1160,1.0,0,0,0,3,0,1.0
2000,8,1810,2.5,0,1,190,2,0,3.0
3350,10,3350,3.0,0,0,0,4,0,2.0
3660,10,2660,3.5,0,0,1000,4,0,2.0
2480,8,1240,1.75,0,0,1240,3,0,1.0
2030,8,1380,2.25,1,0,650,4,0,1.0
1480,7,1480,1.75,0,0,0,3,0,1.0
2390,9,2390,2.5,0,0,0,4,0,2.0
2350,9,2150,2.5,1,0,200,4,0,2.0
1840,7,1040,2.0,1,0,800,3,0,1.0
2720,7,1500,2.25,0,0,1220,5,0,1.0
2740,10,1510,2.5,1,1,1230,3,0,2.0
1940,7,1220,2.25,0,1,720,3,0,1.0
1730,8,1730,2.5,0,0,0,3,0,2.0
2310,8,1480,2.75,0,0,830,4,0,1.5
2460,8,2460,2.5,0,0,0,4,0,2.0
1170,8,1170,2.5,0,0,0,2,0,2.0
1458,8,950,1.75,0,0,508,3,0,2.0
3480,10,3480,2.5,0,0,0,4,0,2.0
3270,8,1660,3.5,0,2,1610,4,0,1.0
3090,8,2420,2.5,1,0,670,4,0,2.0
1970,7,1970,1.0,0,0,0,3,0,1.0
930,6,730,1.0,0,0,200,2,0,1.0
1600,8,1240,3.5,0,0,360,3,0,2.0
4030,9,4030,3.25,0,0,0,4,0,2.0
1730,7,1730,2.25,0,2,0,2,1,2.0
2420,7,2420,2.5,0,0,0,3,0,2.0
2660,8,1800,2.5,0,0,860,4,0,2.0
1500,6,1060,1.75,0,0,440,3,0,1.0
4870,10,3650,3.5,0,3,1220,5,0,2.5
3190,8,3190,2.5,0,0,0,4,0,2.0
3290,8,3290,2.75,0,0,0,3,0,2.0
1656,7,1656,2.5,0,0,0,3,0,1.0
2140,7,2140,2.0,0,0,0,3,0,1.0
1600,8,1600,1.75,0,0,0,3,0,1.0
1600,7,1600,2.5,0,0,0,3,0,2.0
4210,12,4210,3.5,1,3,0,5,0,2.0
1060,6,1060,1.0,0,0,0,3,0,1.0
1460,7,1460,2.0,0,0,0,3,0,1.0
3510,9,3510,3.0,0,0,0,4,0,2.0
3490,8,3490,2.5,0,0,0,4,0,2.0
1580,8,1580,2.5,0,0,0,3,0,2.0
2680,9,1480,2.75,1,4,1200,4,0,1.0
2820,9,2820,2.5,0,0,0,4,0,2.0
1650,7,1100,3.5,0,0,550,3,0,2.0
